epoch,accuracy,f1_macro,learning_rate,loss,val_accuracy,val_f1_macro,val_loss
0,0.3439393937587738,0.3399082167432492,0.0010000000474974513,1.4586677551269531,0.3487738370895386,0.1723905723905724,1.1351392269134521
1,0.3403030335903168,0.3368906233181758,0.0010000000474974513,1.2999721765518188,0.4005449712276459,0.19066147859922178,1.127387523651123
2,0.3442424237728119,0.3428195218433523,0.0010000000474974513,1.2720369100570679,0.3487738370895386,0.1723905723905724,1.1331971883773804
3,0.3439393937587738,0.34177393487069097,0.0010000000474974513,1.2435979843139648,0.4005449712276459,0.19066147859922178,1.1296466588974
4,0.3400000035762787,0.3380901752668016,0.0004000000189989805,1.227871298789978,0.42506811022758484,0.3217982845312038,1.1177366971969604
5,0.3521212041378021,0.34784613291621724,0.0004000000189989805,1.218613624572754,0.4414168894290924,0.33548487440703006,1.1082640886306763
